"DateTime","Modeled Historical","Historical Range (low)","Historical Range (high)","RCP 2.6 Median","RCP 2.6 Range (low)","RCP 2.6 Range (high)","RCP 4.5 Median","RCP 4.5 Range (low)","RCP 4.5 Range (high)","RCP 8.5 Median","RCP 8.5 Range (low)","RCP 8.5 Range (high)"
"2055-01-01 00:00:00",,,,433.11,333.93,616.32,493.84,353.58,638.05,509.74,396.86,604.58
"2056-01-01 00:00:00",,,,473.87,383.75,623.96,461.59,360.35,582.13,445.51,335.65,554.35
"2057-01-01 00:00:00",,,,455.88,373.13,600.79,511.01,351.61,671.58,459.51,347.78,689.73
"2058-01-01 00:00:00",,,,438.32,338,575.34,480.89,331.67,641.85,514.7,372.08,641.69
"2059-01-01 00:00:00",,,,472.23,376.68,664.04,512.86,359.36,622.2,486.45,377.09,654.84
"2060-01-01 00:00:00",,,,428.6,319.43,662.87,443.21,353.04,690.46,525.77,427.08,608.17
"2061-01-01 00:00:00",,,,455.08,355.67,600.61,483.51,338.26,594.64,538.88,332.92,660.2
"2062-01-01 00:00:00",,,,528.36,444.55,604.97,463.96,380.89,565.82,488.82,383.64,635.05
"2063-01-01 00:00:00",,,,480.74,392.62,717.94,468.71,358.44,629.77,500.72,406.84,675.07
"2064-01-01 00:00:00",,,,466.25,386.03,574.01,428.15,349.53,583.6,499.12,388.38,653.46
"2065-01-01 00:00:00",,,,429.93,344.09,613.49,509.94,378.09,602.43,485.56,307.81,614.47
"2066-01-01 00:00:00",,,,440.12,366.22,524.61,465.66,345.05,641.74,479.19,343.3,645.34
"2067-01-01 00:00:00",,,,519.48,361.89,655.14,473.53,354.23,605.56,478.51,379.93,662.17
"2068-01-01 00:00:00",,,,425.37,341.68,587.15,505.11,377.53,626.6,474.99,400.19,640.59
"2069-01-01 00:00:00",,,,524.45,363.65,643.45,465.8,366,632.65,523.69,420.85,643.79
"2070-01-01 00:00:00",,,,485.8,402.26,647.57,466.23,351.29,714.73,542.08,360.36,662.65
"2071-01-01 00:00:00",,,,510.68,341.88,603.97,398.26,296.16,589.86,468.4,321.03,593.48
"2072-01-01 00:00:00",,,,494.11,329.29,611.12,510.89,421.96,614.23,481.68,377.26,602.35
"2073-01-01 00:00:00",,,,490.46,346.59,569.06,490.54,364.76,621.02,437.08,366.16,577.97
"2074-01-01 00:00:00",,,,495.28,308.62,600.04,483.18,336.36,669.26,546.9,446.87,688.15
"2075-01-01 00:00:00",,,,453.42,350.91,604.58,448.87,331.05,531.39,499.41,403.46,713.25
"2076-01-01 00:00:00",,,,473.77,331.71,602.55,475.35,313.37,569.53,543.99,387.84,715.26
"2077-01-01 00:00:00",,,,486.63,385.59,591.32,463,380.62,555.99,456.53,383.75,612.09
"2078-01-01 00:00:00",,,,523.66,411.58,692.37,481.66,350.78,597.71,502.1,368.65,613.56
"2079-01-01 00:00:00",,,,445.62,355.11,625.56,427.37,368.02,660.13,485.64,345.74,581.57
"2080-01-01 00:00:00",,,,416.53,344.4,517.04,465.73,370.47,645.31,542.05,313.15,683.91
"2081-01-01 00:00:00",,,,458.39,303.24,577.29,477.25,368.94,632.09,483.79,351.44,594.56
"2082-01-01 00:00:00",,,,486.53,380.21,605.04,494.3,393.62,631.61,495.05,312.51,631.17
"2083-01-01 00:00:00",,,,492.29,317.33,646.39,491.33,416.02,595.02,524.21,332.03,705.23
"2084-01-01 00:00:00",,,,468.94,344.8,593.89,460.17,345.28,663.19,525.43,333.37,698.54
"2085-01-01 00:00:00",,,,462.49,366.94,566.11,483.52,344.68,618.09,474.1,327.91,635.28
"2086-01-01 00:00:00",,,,451.84,320.61,586.33,506.65,366.88,648.13,505.48,387.78,663.45
"2087-01-01 00:00:00",,,,507.29,362.94,642.21,505.1,375.11,599.61,469.18,363.81,598.1
"2088-01-01 00:00:00",,,,454.11,382.21,593.66,464.54,335.55,543.41,487.04,367.24,620.92
"2089-01-01 00:00:00",,,,473.33,367.54,620.67,495.64,381.56,726.78,494.73,365.87,670.55
"2090-01-01 00:00:00",,,,463.78,369.59,633.51,484.34,377.13,691.23,459.54,351.71,691.56
"2091-01-01 00:00:00",,,,461.34,335.99,526.8,472.86,389.19,582.7,480.8,349.37,629.04
"2092-01-01 00:00:00",,,,492.24,385.8,620.04,465.48,339.56,516.88,511.97,364.73,615.5
"2093-01-01 00:00:00",,,,480.13,411.09,636.17,504.25,394.5,639.37,507.13,318.31,682.1
"2094-01-01 00:00:00",,,,474.53,341.81,652.03,442.13,339.05,662.21,482.54,368.84,643.58
"2095-01-01 00:00:00",,,,447.02,317.8,660.03,468.25,344.37,581.23,501.61,384.48,728.53
"2096-01-01 00:00:00",,,,484.47,375.3,661.46,472.86,360.93,568.94,502.22,367.25,787.11
"2097-01-01 00:00:00",,,,440.95,324.26,576.1,443.72,392.02,621.81,476.35,358.2,649.28
"2098-01-01 00:00:00",,,,478.04,372.94,607.42,505.38,417.08,641.08,468.74,379.66,653.9
"2099-01-01 00:00:00",,,,494.72,387.68,633.05,493.98,308.82,615.38,476.78,360.82,614.83
"2100-01-01 00:00:00",,,,479.65,358.91,590.2,463.9,410.41,590.44,517.63,338,617.83
