"DateTime","Modeled Historical","Historical Range (low)","Historical Range (high)","RCP 2.6 Median","RCP 2.6 Range (low)","RCP 2.6 Range (high)","RCP 4.5 Median","RCP 4.5 Range (low)","RCP 4.5 Range (high)","RCP 8.5 Median","RCP 8.5 Range (low)","RCP 8.5 Range (high)"
"2035-01-01 00:00:00",,,,357.98,311.52,414.27,371.54,318.14,445.95,399.02,352.89,470.18
"2036-01-01 00:00:00",,,,363.98,306,446.22,384.49,302.07,442.27,377.86,330.73,480.21
"2037-01-01 00:00:00",,,,359.9,309.27,474.18,365.9,306.49,423.06,380.37,345.72,456.83
"2038-01-01 00:00:00",,,,376.71,326.17,425.93,380.4,329.07,460.5,400.8,288.49,453.58
"2039-01-01 00:00:00",,,,366.2,321.93,435.12,375.2,309.52,470.79,392.56,309.18,490.14
"2040-01-01 00:00:00",,,,377.04,323.66,436.43,396.76,319.52,484.8,373.56,295.38,449.91
"2041-01-01 00:00:00",,,,387.56,326.64,448.15,386.18,323.05,444.55,394.93,336.83,471.61
"2042-01-01 00:00:00",,,,371.14,315.09,440.55,377.8,304.9,446.47,376.37,325.25,468.76
"2043-01-01 00:00:00",,,,351.11,288.38,409.67,358.27,319.05,414.8,379.78,277.53,473.73
"2044-01-01 00:00:00",,,,371.15,323.51,440.97,371.89,297.03,483.19,390.88,308.65,478.05
"2045-01-01 00:00:00",,,,360.91,303.15,423.75,370.31,313.84,436.14,360.15,294.07,457.43
"2046-01-01 00:00:00",,,,363.2,297.99,442.54,369.14,302.58,480.64,363.23,324.99,422.96
"2047-01-01 00:00:00",,,,388.76,322.12,448.9,340.32,293.53,399.78,379.41,349.46,493.83
"2048-01-01 00:00:00",,,,378.57,332.61,432.81,393.19,344.04,460.04,360.82,295.98,475.37
"2049-01-01 00:00:00",,,,373.35,307.85,443.23,367.87,334.53,450.76,366.94,315.71,469.74
"2050-01-01 00:00:00",,,,382.56,327.21,452.47,385.55,286.11,446.87,378.79,319.44,492.74
"2051-01-01 00:00:00",,,,374.12,335.63,438.34,382.82,341.48,447.72,383.43,336.53,463.51
"2052-01-01 00:00:00",,,,370.02,319.36,423.73,386.46,335.8,452.56,381.5,291.39,464.4
"2053-01-01 00:00:00",,,,389.07,308.8,455.84,399.37,346.84,461.42,415.5,345.57,507.29
"2054-01-01 00:00:00",,,,358.84,291.33,410.26,356.36,314.54,491.47,394.76,318.71,455.81
"2055-01-01 00:00:00",,,,412.81,290.85,452.45,388.69,307.25,475.73,380.96,313.08,460.28
"2056-01-01 00:00:00",,,,374.62,323.94,460.46,388.94,310.64,479.46,407.31,319,491.39
"2057-01-01 00:00:00",,,,372.59,309.64,454.31,385.43,310.48,465.99,399.52,335.74,515.06
"2058-01-01 00:00:00",,,,405.54,315.56,452.82,418.78,337.23,464.79,422.56,350.57,528.91
"2059-01-01 00:00:00",,,,361.1,307,476.4,402.1,299.05,476.57,411.04,313.41,484.1
"2060-01-01 00:00:00",,,,369.55,321.78,429.09,413.71,315.22,497.38,426.63,341.26,516.45
"2061-01-01 00:00:00",,,,337.33,288.23,482.63,362.06,312.32,447.32,396.8,333.6,519.24
"2062-01-01 00:00:00",,,,396.26,331.78,440.05,397.87,324.97,514.13,431.14,329.6,535.4
"2063-01-01 00:00:00",,,,341.7,285.89,431.12,393.23,324.56,480.52,391.18,326.59,539.95
"2064-01-01 00:00:00",,,,382.47,334.12,438.95,391.08,321.58,465.21,428.49,332.08,567.15
"2065-01-01 00:00:00",,,,357.97,267.55,458.29,366.22,317.81,451.51,431.04,355.98,557.5
"2066-01-01 00:00:00",,,,362.45,307.14,438.43,375.7,319.6,440.65,447.83,375.09,546.2
"2067-01-01 00:00:00",,,,394.32,311.34,447.06,378.76,331.11,463.01,440.05,365.58,514.08
"2068-01-01 00:00:00",,,,387.59,287.56,435.1,409.04,334.24,462.85,424.22,336.84,525.91
"2069-01-01 00:00:00",,,,350.65,307.71,421.41,398.32,331.16,446.18,434.51,347.95,525.98
"2070-01-01 00:00:00",,,,358.54,270.77,454.08,395.33,343.5,480.76,395.36,334.56,437.45
"2071-01-01 00:00:00",,,,361.01,307.17,434.08,400.2,354.39,488.89,420.48,337.06,524.09
"2072-01-01 00:00:00",,,,343.29,319.94,463.72,416.31,340.35,470.17,429.65,325.88,516.51
"2073-01-01 00:00:00",,,,389.46,316.95,482.91,367.29,309.94,447.82,416.11,335.66,526.26
"2074-01-01 00:00:00",,,,373.47,292.28,451,410.33,288.98,466.64,380.64,327.06,540.1
"2075-01-01 00:00:00",,,,373.53,318.32,452.7,380.47,342.99,445.01,433.25,370.32,553.48
"2076-01-01 00:00:00",,,,372.11,328.27,484.97,388.19,333.64,438.46,424.47,322.64,503.87
"2077-01-01 00:00:00",,,,351.05,283,449.35,390.69,324.66,450.2,419.43,363.6,496.57
"2078-01-01 00:00:00",,,,407.23,350.58,487.79,379.13,306.55,484.13,414.94,361.2,545.89
"2079-01-01 00:00:00",,,,368.02,313.58,435.75,398.82,332.19,454.05,423.76,343.37,488.37
"2080-01-01 00:00:00",,,,368.81,332.66,440.45,415.1,350.03,502.83,469.26,362.75,560.88
"2081-01-01 00:00:00",,,,390.24,319.45,454.23,389.38,336.29,490.58,440.79,360.5,516.81
"2082-01-01 00:00:00",,,,383.21,285.03,459.37,394.27,324.29,473.99,417.06,348.3,484.23
"2083-01-01 00:00:00",,,,366.25,295.5,435.65,385.04,328.82,489.92,447.05,379.85,535.27
"2084-01-01 00:00:00",,,,391.63,305.94,457.16,397.88,321.65,509.53,435.11,336.95,526.34
"2085-01-01 00:00:00",,,,363.17,290.14,405.85,413.36,289.12,475.62,466.07,374.39,576.16
"2086-01-01 00:00:00",,,,366.47,312.8,431.52,401.14,323.48,473.58,451.15,369.96,529.56
"2087-01-01 00:00:00",,,,369.63,318.11,440.42,399.51,349.79,479.33,445.55,343.21,586.37
"2088-01-01 00:00:00",,,,358.83,319.23,414.38,382.05,293.4,457.48,471.18,378.08,563.01
