"DateTime","Modeled Historical","Historical Range (low)","Historical Range (high)","RCP 2.6 Median","RCP 2.6 Range (low)","RCP 2.6 Range (high)","RCP 4.5 Median","RCP 4.5 Range (low)","RCP 4.5 Range (high)","RCP 8.5 Median","RCP 8.5 Range (low)","RCP 8.5 Range (high)"
"2089-01-01 00:00:00",,,,554.41,402.75,644.53,585.8,438.46,754.27,595.01,412.07,752.25
"2090-01-01 00:00:00",,,,517.82,413.04,670.2,599.1,430.5,779.48,578.69,438.3,740.84
"2091-01-01 00:00:00",,,,528.85,415.96,687.22,570.53,441.48,759.81,549.4,400.24,666.33
"2092-01-01 00:00:00",,,,529.13,409.54,658.43,543.73,410.61,670.09,555.54,379.88,760.98
"2093-01-01 00:00:00",,,,524.08,402.62,715.63,575.34,442.64,720.98,559.61,412.4,804.89
"2094-01-01 00:00:00",,,,557.95,376.06,737.18,515.56,443.81,680.58,612.5,516.12,791.88
"2095-01-01 00:00:00",,,,578.2,491.99,674.25,552.29,403.29,697.89,622.85,473.34,760.19
"2096-01-01 00:00:00",,,,553.6,437.22,691.28,535.21,474.99,664.48,592.66,469.99,707.72
"2097-01-01 00:00:00",,,,547.31,362.4,791.6,587.18,449.11,674.86,552.9,422.33,760.22
"2098-01-01 00:00:00",,,,579.46,392.04,727.65,543.11,466.59,688.12,536.62,432.52,759.31
"2099-01-01 00:00:00",,,,588.2,452.98,706.11,548.37,482.51,678.66,619.42,469.35,773.39
"2100-01-01 00:00:00",,,,586.97,426.91,784.3,582.29,457.33,656.57,562.98,430.01,809.11
