"DateTime","Modeled Historical","Historical Range (low)","Historical Range (high)","RCP 2.6 Median","RCP 2.6 Range (low)","RCP 2.6 Range (high)","RCP 4.5 Median","RCP 4.5 Range (low)","RCP 4.5 Range (high)","RCP 8.5 Median","RCP 8.5 Range (low)","RCP 8.5 Range (high)"
"2035-01-01 00:00:00",,,,493.27,389.01,562.51,507.05,393.46,593.1,511.26,433.88,563.81
"2036-01-01 00:00:00",,,,449.52,395.73,562.78,493.15,415.65,625.15,518.7,395.3,587.32
"2037-01-01 00:00:00",,,,484.07,407.32,576.77,469.83,406.32,570.15,518.52,418.13,594.41
"2038-01-01 00:00:00",,,,497.51,393.19,544.42,502.06,418.85,547.3,503.22,396.47,651.38
"2039-01-01 00:00:00",,,,461,376.66,570.14,488.24,422.98,589.06,456.77,381.66,602.32
"2040-01-01 00:00:00",,,,476.72,394.07,582.29,493.99,377.43,600.33,476.18,372.67,582.26
"2041-01-01 00:00:00",,,,467.38,361.85,603.6,457.79,384.06,568.79,464.26,383.52,539.29
"2042-01-01 00:00:00",,,,488,381.33,584.31,487.27,409.71,602.52,458.95,393.57,547.24
"2043-01-01 00:00:00",,,,510.79,390.28,547.44,504.37,412.55,591.95,480.23,419.22,595.7
"2044-01-01 00:00:00",,,,483.47,397.66,586.31,454.9,385.84,591.29,527.75,442.06,611.19
"2045-01-01 00:00:00",,,,472.11,401.84,567.83,487.14,407.82,607.59,515.12,414.68,605.95
"2046-01-01 00:00:00",,,,528.7,400.78,600.08,496.16,418.95,580.75,503.23,409.26,556.53
"2047-01-01 00:00:00",,,,482.13,396.38,556.81,497.34,395.55,548.58,499.06,410.76,623.49
"2048-01-01 00:00:00",,,,503.49,389.17,565.89,501.76,414.45,629.12,504.5,423.48,628.7
"2049-01-01 00:00:00",,,,463.25,389.34,552.89,488.43,386.05,630.99,503.56,408.13,589.91
"2050-01-01 00:00:00",,,,474.8,385.76,591.92,466.2,391.11,596.1,508.48,436.02,617.47
"2051-01-01 00:00:00",,,,480.8,387.25,582.97,501.26,437.48,586.56,528.91,445.98,683
"2052-01-01 00:00:00",,,,495.85,418.64,589.14,510.14,369.56,661.43,547.89,451.11,612.87
"2053-01-01 00:00:00",,,,502.85,401.47,638.29,507.84,420.21,621.37,511.13,412.16,615.18
"2054-01-01 00:00:00",,,,468.83,394.82,592.73,464.98,409.64,543.07,524.41,462.96,603.2
"2055-01-01 00:00:00",,,,510.09,425.45,593.95,554.89,449.28,644.54,502.6,432.33,611.92
"2056-01-01 00:00:00",,,,481.34,410.55,601.4,492.94,396.18,555.03,494.47,359.22,610.78
"2057-01-01 00:00:00",,,,456.34,388.75,584.15,485.48,375.93,573.62,533.15,454.11,595.65
"2058-01-01 00:00:00",,,,471.76,385.63,569.71,520.7,413.35,587.42,533.31,428.7,623.6
"2059-01-01 00:00:00",,,,445.27,369.16,600.62,557.32,454.59,624.5,535.64,466.62,639.13
"2060-01-01 00:00:00",,,,484.61,441.72,583.69,526.21,373.77,624.82,516.09,442.18,609.45
"2061-01-01 00:00:00",,,,489.02,377.66,603.81,487.17,402.62,596.58,501.96,423.24,573.62
"2062-01-01 00:00:00",,,,470.81,386.68,567.68,486.56,420.81,589.56,522.36,462.4,597.95
"2063-01-01 00:00:00",,,,471.91,405.19,602.64,519.26,441.78,596.95,572.98,446.49,642.28
"2064-01-01 00:00:00",,,,501.09,429.28,596.16,518.45,379.53,618.72,547.99,477.56,613.73
"2065-01-01 00:00:00",,,,494.1,420.95,630.93,485.26,393.83,613.1,511.5,457.11,711.46
