"DateTime","Modeled Historical","Historical Range (low)","Historical Range (high)","RCP 2.6 Median","RCP 2.6 Range (low)","RCP 2.6 Range (high)","RCP 4.5 Median","RCP 4.5 Range (low)","RCP 4.5 Range (high)","RCP 8.5 Median","RCP 8.5 Range (low)","RCP 8.5 Range (high)"
"2051-01-01 00:00:00",,,,393.47,324.13,444.42,384.01,312.36,433.42,343.45,299.84,468.51
"2052-01-01 00:00:00",,,,344.85,267.05,395.85,354.14,283.22,460.92,343.2,294.15,426.61
"2053-01-01 00:00:00",,,,357.36,278.3,407.8,366.49,297.11,457.85,380.23,291.1,488.61
"2054-01-01 00:00:00",,,,352.21,293.26,436.48,366.95,294.25,437.12,351.5,287.1,440.45
"2055-01-01 00:00:00",,,,361.3,302.76,432.23,335.78,278.5,431.53,358.23,295.96,445.73
"2056-01-01 00:00:00",,,,377.12,294.34,457.38,354.93,303.4,425.03,408.24,313.29,470.18
"2057-01-01 00:00:00",,,,366.67,310.38,471.44,346.66,281.75,474.32,380.19,289.85,444.01
"2058-01-01 00:00:00",,,,369.97,293.29,448.32,344.62,292.72,430.75,377.2,312.42,455.82
"2059-01-01 00:00:00",,,,364.79,323.29,447.02,355.97,291.95,481.24,364.79,304.51,473.16
"2060-01-01 00:00:00",,,,359.24,285.36,412.37,370.53,298.6,443.69,355.18,323.87,444.63
"2061-01-01 00:00:00",,,,318.84,260.75,412.94,380.6,299.39,438.83,362.43,300.34,466.35
"2062-01-01 00:00:00",,,,388.67,290.32,464.9,379.09,306.97,459.42,398.09,306.96,468.4
"2063-01-01 00:00:00",,,,335.38,265.28,419.69,374.52,311.09,488.76,375.08,310.49,482.5
"2064-01-01 00:00:00",,,,360.26,293.21,424.87,381.05,304.91,466.05,398.68,325.45,472.67
"2065-01-01 00:00:00",,,,349.73,274.35,443.74,373.62,304.86,465.41,409.16,365.08,493.51
"2066-01-01 00:00:00",,,,333.36,265.7,468.02,350.16,267.05,435.49,404.34,311.93,500.47
"2067-01-01 00:00:00",,,,331.06,292.48,379.61,362.31,326.44,407,414.66,314.71,506.2
"2068-01-01 00:00:00",,,,364.14,276.57,483.83,342.53,272.85,452.75,419.58,324.42,471.48
"2069-01-01 00:00:00",,,,319.89,288.98,388.42,364.91,319.33,418.54,448.83,350.84,537.67
"2070-01-01 00:00:00",,,,356.86,309.16,405.77,353.55,299.62,486.68,351.99,269.52,484.26
"2071-01-01 00:00:00",,,,352.52,283.65,441.34,378.1,283.76,471.83,424,345.85,495.83
"2072-01-01 00:00:00",,,,353.96,278.53,421.98,366.63,308.32,457.81,382.52,321.17,493.22
"2073-01-01 00:00:00",,,,321.04,262.36,379.07,350.08,271.36,429.42,361.83,307.53,508.13
"2074-01-01 00:00:00",,,,327.57,290.76,434.48,382.66,292.5,487.49,405.15,307.59,511.79
"2075-01-01 00:00:00",,,,354.16,295.55,396.8,344.47,291.69,449.55,422.37,326.31,536.22
"2076-01-01 00:00:00",,,,361.86,284.12,441.49,370.22,291.48,451.88,407.91,295.71,477.3
"2077-01-01 00:00:00",,,,334.82,279.75,407.65,371.46,298.34,464.29,396.66,297.86,480.49
"2078-01-01 00:00:00",,,,350.2,300.2,438.36,368.53,298.6,473.03,399.21,317.2,480.42
"2079-01-01 00:00:00",,,,354.52,287.04,413.18,357.12,319.3,469.34,365.6,300.78,479.6
"2080-01-01 00:00:00",,,,354.25,293.19,415.34,391.59,314.3,490.96,419.88,303.71,551.9
"2081-01-01 00:00:00",,,,368.51,295.42,439.38,363.88,288.34,444.13,397.75,318.28,499.96
"2082-01-01 00:00:00",,,,367.09,303.6,433.69,394.56,308.55,450.02,383.31,318.06,505.94
"2083-01-01 00:00:00",,,,360.24,323.79,434.16,372.12,286.84,478.64,393.9,313.59,531.8
"2084-01-01 00:00:00",,,,326.77,282.89,400.11,380.56,310.94,468,398.74,328.63,506.49
"2085-01-01 00:00:00",,,,361.43,279.57,413.25,407.37,319.62,479.11,411.02,335.84,471.98
"2086-01-01 00:00:00",,,,396.17,298.67,477.29,365.3,294.61,419.13,405.86,331.78,521.59
"2087-01-01 00:00:00",,,,362.45,297.42,433.61,389.79,283.47,462.69,415.13,367.2,511.94
"2088-01-01 00:00:00",,,,336.58,280.58,442.55,357.36,295.11,443.18,427.77,329.07,526.3
"2089-01-01 00:00:00",,,,346.31,293.67,422.47,354.88,290.66,432.12,430.45,353.57,509.19
"2090-01-01 00:00:00",,,,367.65,278.3,429.38,361.94,318.12,451.34,428.69,365.67,555.28
"2091-01-01 00:00:00",,,,358.97,264.17,481.78,350.91,299.56,451.59,406.81,364.99,488.37
"2092-01-01 00:00:00",,,,359.05,310.92,403.25,356.29,318.89,431.12,418.63,348.74,524.16
"2093-01-01 00:00:00",,,,370.27,298,426.69,375.68,291.62,445.69,438.33,349.41,583.69
"2094-01-01 00:00:00",,,,371.45,273.55,448.74,395.04,316.75,499.35,402.21,329.38,495
"2095-01-01 00:00:00",,,,347.85,286.78,452.58,361.38,318,439.41,428.38,346.74,523.33
"2096-01-01 00:00:00",,,,373.92,275.8,424.01,368.26,298.48,457.71,440.37,355.95,578.66
"2097-01-01 00:00:00",,,,372.24,306.24,476.51,377.11,322.62,442.97,446.1,361.85,515.08
"2098-01-01 00:00:00",,,,341.05,293.58,410.29,397.79,315.14,503.55,430.48,354.2,539.59
"2099-01-01 00:00:00",,,,352.81,316.27,454.89,367.01,292.44,432.1,454.18,355.44,531.17
"2100-01-01 00:00:00",,,,391.71,308.9,457.17,349.09,280.96,473.58,458.24,387.64,526
